Key,HoldTime,FlightTime,DigraphLatency
r,0.0689,0.3961,0.3887
a,0.128,0.1729,0.1138
n,0.0877,0.1452,0.1855
f,0.0691,0.2396,0.2581
e,0.1452,0.1889,0.1128
r,0.0674,0.6811,0.7588
",",0.0684,0.4696,0.4687
j,0.0618,0.8514,0.858
o,0.0599,0.205,0.2069
s,0.1038,0.1517,0.1078
e,0.0875,0.2206,0.2369
p,0.0649,0.1415,0.1641
h,0.0711,0.3003,0.2941
a,0.1207,0.3604,0.3108
l,0.0587,0.1062,0.1683
l,0.1225,0.185,0.1211
e,0.1105,0.2031,0.2151
n,0.0896,0.5646,0.5855
[,0.0517,0,0
p,0.0762,0.6875,0.6629
a,0.1327,0.164,0.1075
r,0.0548,0.1811,0.259
t,0.0619,0.1812,0.1742
i,0.0737,0.4048,0.3929
c,0.1267,0.4924,0.4394
i,0.0623,0.1147,0.1791
p,0.0658,0.2672,0.2638
a,0.1035,0.1833,0.1456
t,0.07,0.1054,0.1388
e,0.0871,0.1264,0.1092
s,0.0885,0.1707,0.1694
i,0.0624,0.332,0.3581
n,0.1009,0.2133,0.1747
a,0.1225,0.3418,0.3203
o,0.0575,1.814,1.879
p,0.0699,0.1852,0.1728
e,0.1023,0.1189,0.0864
r,0.0653,0.2071,0.2441
a,0.1214,0.1439,0.0879
t,0.0634,0.0927,0.1507
i,0.0582,0.3338,0.3389
o,0.0645,0.154,0.1477
n,0.0634,0.1714,0.1726
t,0.0892,0.3356,0.3098
o,0.0597,0.0976,0.1271
r,0.0715,0.4564,0.4445
e,0.1009,0.1894,0.16
t,0.0695,0.1036,0.135
a,0.1401,0.1979,0.1273
k,0.0641,0.2723,0.3483
e,0.1,0.1398,0.104
a,0.1261,0.3115,0.2855
l,0.0743,0.3452,0.397
o,0.0684,0.1854,0.1912
c,0.1036,0.1509,0.1156
a,0.1158,0.2373,0.2252
l,0.0706,0.0806,0.1257
c,0.1099,1.3003,1.2609
i,0.0687,0.1156,0.1567
t,0.1103,0.2393,0.1978
y,0.0689,0.0948,0.1362
f,0.0962,0.646,0.6187
r,0.0982,0.2146,0.2126
o,0.0718,0.074,0.1004
m,0.082,0.1843,0.1741
a,0.1439,0.6434,0.5816
f,0.0638,0.17,0.2501
g,0.0705,0.2273,0.2207
h,0.0799,0.1888,0.1793
a,0.1397,0.1858,0.1261
n,0.0781,0.1256,0.1872
m,0.0754,0.5964,0.599
i,0.0745,0.2204,0.2213
l,0.1025,0.1819,0.1539
i,0.0742,0.1872,0.2154
t,0.0698,0.2726,0.2769
i,0.0641,0.2235,0.2293
a,0.1309,0.1805,0.1137
.,0.0597,1.0139,1.0851
i,0.0777,0.8263,0.8084
m,0.095,0.2429,0.2256
o,0.0407,0.5503,0.0115
p,0.0662,0.014,0.5931
r,0.0995,0.1908,0.1459
e,0.089,0.1805,0.191
s,0.0663,0.1492,0.1719
e,0.121,0.3832,0.3284
d,0.1025,0.5369,0.5554
",",0.0603,0.5458,0.588
g,0.0634,0.4577,0.4546
e,0.1105,0.1638,0.1167
n,0.0916,0.0943,0.1132
e,0.1069,0.137,0.1217
r,0.0683,0.0956,0.1342
a,0.136,0.1582,0.0904
l,0.0739,0.3222,0.3843
s,0.1315,0.4538,0.3962
h,0.0665,0.1129,0.1778
e,0.1127,0.2178,0.1717
p,0.0645,0.1535,0.2017
e,0.1012,0.1846,0.148
e,0.095,0.2043,0.2104
r,0.0786,0.5303,0.5467
e,0.0888,0.2034,0.1932
d,0.0927,0.1806,0.1767
",",0.0689,0.9965,1.0203
r,0.0859,1.0539,1.0369
e,0.0896,0.1718,0.1681
c,0.1329,0.266,0.2227
r,0.1056,0.3821,0.4094
u,0.0651,0.1334,0.1739
i,0.0847,0.177,0.1573
t,0.0764,0.1866,0.1949
s,0.1289,0.1525,0.0999
a,0.1461,0.6702,0.653
l,0.0617,0.329,0.4134
l,0.0872,0.1471,0.1216
e,0.1223,0.143,0.1079
n,0.07,0.1117,0.164
a,0.0789,0.3865,0.3777
s,0.0839,0.1947,0.1896
a,0.1107,0.5411,0.5143
c,0.1091,0.6332,0.6348
i,0.0698,0.1082,0.1475
a,0.1091,0.1738,0.1345
o,0.0536,0.3807,0.4361
p,0.0685,0.1835,0.1687
e,0.102,0.1276,0.0941
r,0.0728,0.1744,0.2036
a,0.1192,0.2377,0.1912
t,0.0679,0.091,0.1423
i,0.0692,0.2635,0.2622
v,0.0626,0.2802,0.2868
e,0.1088,0.1654,0.1192
.,0.0575,0.8606,0.9118
a,0.1091,0.5641,0.5126
n,0.0793,0.1324,0.1622
d,0.1093,0.1556,0.1255
p,0.0611,0.5316,0.5798
l,0.0804,0.2068,0.1876
a,0.1177,0.138,0.1007
c,0.0784,0.2557,0.295
e,0.0855,0.1541,0.1469
s,0.1017,0.1755,0.1593
h,0.0656,0.6123,0.6485
i,0.0729,0.2685,0.2612
m,0.1349,0.3215,0.2594
i,0.0742,0.579,0.6397
n,0.0841,0.1806,0.1707
m,0.0713,0.3411,0.3538
a,0.1186,0.1768,0.1295
k,0.0642,0.2133,0.2678
a,0.1256,0.1691,0.1077
r,0.066,0.223,0.2826
o,0.0629,0.6039,0.6069
v,0.0861,0.3465,0.3233
s,0.1018,0.4199,0.4042
",",0.0638,0.157,0.195
o,0.0554,1.237,1.2454
r,0.0916,0.1848,0.1487
g,0.0716,0.3182,0.3382
a,0.1256,0.2221,0.1681
n,0.0716,0.0345,0.0885
i,0.0707,0.2925,0.2934
z,0.0909,0.3226,0.3024
a,0.1109,0.2368,0.2168
t,0.066,0.2238,0.2687
i,0.0654,0.3179,0.3185
o,0.069,0.1735,0.1698
n,0.0699,0.1678,0.167
a,0.0941,0.5376,0.5134
s,0.1049,0.1993,0.1885
a,0.1155,0.4763,0.4657
n,0.0762,0.1656,0.2049
u,0.062,0.6247,0.6389
n,0.095,0.2297,0.1966
d,0.1046,0.2049,0.1954
e,0.0941,0.2043,0.2147
r,0.0756,0.179,0.1975
c,0.1149,0.2495,0.2102
o,0.0733,0.13,0.1716
v,0.089,0.3117,0.2959
e,0.1137,0.1348,0.1101
r,0.0691,0.0944,0.1391
o,0.065,0.6524,0.6565
p,0.0728,0.1914,0.1836
e,0.1321,0.782,0.7227
r,0.0707,0.1136,0.1751
a,0.1422,0.4389,0.3674
t,0.0704,0.1257,0.1974
u,0.0669,0.3859,0.3894
v,0.0753,0.4202,0.4118
e,0.1135,0.1361,0.0979
.,0.0534,0.3495,0.4096
c,0.093,0,0
a,0.132,0.2654,0.2263
p,0.0594,0.4731,0.5458
t,0.0609,0.2946,0.2931
a,0.1399,0.1948,0.1159
i,0.0587,0.138,0.2192
n,0.0745,0.2019,0.1861
j,0.0736,0.7239,0.7249
o,0.043,0.1965,0.2271
g,0.0867,0.5176,0.4739
n,0.0702,0.1041,0.1207
s,0.1039,1.1421,1.1084
o,0.0582,0.0967,0.1425
a,0.1271,0.1872,0.1183
p,0.0687,0.1093,0.1677
a,0.1253,0.4628,0.4062
n,0.0702,0.1202,0.1754
d,0.1066,0.1781,0.1417
a,0.0927,0.6704,0.6843
c,0.1047,0.762,0.75
a,0.1106,0.2303,0.2244
p,0.0667,0.155,0.199
t,0.058,0.2747,0.2834
a,0.1245,0.1741,0.1076
i,0.0807,0.1604,0.2042
n,0.081,0.2049,0.2046
g,0.0736,0.9252,0.9326
a,0.0969,0.1407,0.1174
r,0.0578,0.1007,0.1398
r,0.0753,0.1373,0.1197
y,0.07,1.2893,1.2947
r,0.1046,0.6864,0.6517
o,0.0734,0.1649,0.1961
a,0.1303,0.1694,0.1126
c,0.1125,0.5963,0.6141
h,0.0701,0.1385,0.181
s,0.1101,0.5313,0.4913
a,0.1137,0.1994,0.1958
n,0.0776,0.1213,0.1574
d,0.0693,0.2808,0.2892
e,0.0654,0.1883,0.1921
r,0.0664,0.1514,0.1504
s,0.1154,0.1849,0.136
o,0.0611,0.2319,0.2862
n,0.0603,0.2111,0.2119
",",0.0573,0.332,0.335
o,0.0556,1.0951,1.0968
p,0.0633,0.1812,0.1736
e,0.1051,0.1593,0.1175
r,0.0598,0.1999,0.2452
a,0.1146,0.4925,0.4377
t,0.0547,0.0713,0.1312
i,0.053,0.3055,0.3073
n,0.0617,0.1833,0.1746
g,0.1213,0.55,0.4904
",",0.0593,0.1182,0.1802
u,0.0581,0.8559,0.8571
n,0.0753,0.1835,0.1664
d,0.089,0.1783,0.1646
e,0.106,0.3463,0.3292
r,0.0632,0.1755,0.2184
s,0.1004,0.7724,0.7352
h,0.0624,0.0826,0.1206
e,0.1118,0.2503,0.2009
p,0.0669,0.1076,0.1526
e,0.0926,0.8708,0.845
r,0.0659,0.1455,0.1722
d,0.0645,0.2776,0.2791
s,0.1175,0.1526,0.0996
s,0.1097,1.0851,1.0928
p,0.069,0.1759,0.2166
e,0.1279,0.184,0.1252
c,0.1052,0.3794,0.4021
o,0.0375,0.5341,0.6017
p,0.0791,0.3284,0.2868
s,0.0945,0.2892,0.2739
t,0.0538,0.416,0.4567
e,0.1104,0.1342,0.0776
a,0.0838,0.1911,0.2177
m,0.0737,0.415,0.4252
t,0.0694,1.4269,1.4312
a,0.0949,0.1805,0.1549
s,0.1018,0.2199,0.213
h,0.0717,0.2752,0.3053
t,0.075,0,0
a,0.0986,0.188,0.1643
s,0.1125,0.2297,0.2159
k,0.0721,0.1128,0.1532
f,0.0919,0.4684,0.4486
o,0.0589,0.1019,0.135
r,0.0866,0.1669,0.1392
c,0.0713,0.2526,0.2679
e,0.1126,0.1795,0.1382
1,0.1109,0.7745,0.7762
4,0.0544,0.1648,0.2214
1,0.1104,0.1908,0.1348
i,0.0737,0.7729,0.8097
n,0.0696,0.2163,0.2204
f,0.1492,0.8668,0.7871
i,0.0751,0.063,0.1372
l,0.0773,0.1803,0.178
i,0.0772,0.1695,0.1696
t,0.0813,0.2516,0.2475
r,0.0746,0.188,0.1947
a,0.1257,0.1539,0.1029
t,0.0714,0.0779,0.1322
e,0.0872,0.1538,0.1379
a,0.1325,0.535,0.4897
r,0.0892,0.7386,0.7819
u,0.058,0.1369,0.1681
s,0.0704,0.1901,0.1777
s,0.0763,0.1431,0.1372
i,0.0697,0.0986,0.1052
a,0.1054,0.1378,0.1022
n,0.0621,0.0777,0.1209
a,0.1149,0.4136,0.3608
i,0.055,0.0918,0.1517
r,0.0994,0.2651,0.2207
b,0.055,0.3321,0.3765
a,0.0115,0.0831,0.1266
a,0.0411,0.0836,0.054
s,0.0873,0.1621,0.1159
e,0.0844,0.1916,0.1944
o,0.0707,1.2292,1.2429
p,0.0856,0.1971,0.1822
e,0.1408,0.2483,0.1931
r,0.0748,0.2023,0.2684
a,0.1468,0.2322,0.1601
t,0.0693,0.0844,0.1619
i,0.0653,0.3912,0.3952
n,0.0687,0.1851,0.1818
g,0.1008,0.1714,0.1393
a,0.1352,1.2155,1.1811
n,0.0763,0.0988,0.1577
a,0.1227,0.4751,0.4287
m,0.0706,0.0976,0.1497
e,0.1066,0.1709,0.1349
r,0.0777,0.1846,0.2135
i,0.0772,0.1517,0.1523
c,0.0931,0.224,0.2081
a,0.1264,0.2423,0.2089
n,0.075,0.0628,0.1142
a,0.1191,0.4378,0.3936
c,0.1252,0.7709,0.7648
s,0.1058,0.2344,0.2538
m,0.0611,0.3812,0.4259
o,0.0549,0.218,0.2243
d,0.1023,0.1949,0.1474
u,0.0659,0.2573,0.2937
l,0.0834,0.2142,0.1967
e,0.1129,0.1861,0.1566
.,0.0655,0.8536,0.901
a,0.1037,0.427,0.3888
l,0.0566,0.1289,0.1759
l,0.0866,0.1477,0.1178
e,0.1143,0.1497,0.1219
n,0.0551,0.2825,0.3417
t,0.0731,1.1092,1.0911
h,0.0895,0.2024,0.186
e,0.1099,0.1702,0.1497
p,0.0758,1.0603,1.0945
a,0.1204,0.157,0.1124
r,0.0652,0.2053,0.2606
t,0.082,0.1801,0.1632
i,0.0953,0.708,0.6947
c,0.1143,0.4756,0.4566
i,0.064,0.0916,0.1419
o,0.0417,0.2664,0.0104
p,0.0669,0.0147,0.2782
a,0.114,0.1847,0.1272
t,0.0683,0.1487,0.1944
e,0.0925,0.1447,0.1205
s,0.106,0.2201,0.2065
i,0.0686,0.5131,0.5505
n,0.0805,0.1974,0.1855
a,0.1268,0.3271,0.2809
t,0.0646,1.0903,1.1525
e,0.116,0.1999,0.1485
r,0.067,0.1387,0.1877
r,0.0775,0.1236,0.1131
o,0.0685,0.4972,0.5062
r,0.1065,0.1543,0.1163
a,0.1228,0.5914,0.5751
t,0.0687,0.2146,0.2687
t,0.0954,0.1483,0.1216
a,0.1098,0.1634,0.1491
c,0.1469,0.3549,0.3179
k,0.0635,0.2409,0.3243
o,0.0611,1.0771,1.0794
n,0.0735,0.2212,0.2088
a,0.1216,0.3408,0.2927
r,0.0943,0.4658,0.4931
u,0.0515,0.1274,0.1701
s,0.0987,0.1813,0.1341
s,0.1139,0.1549,0.1397
i,0.0816,0.1926,0.2249
a,0.1249,0.17,0.1268
n,0.0735,0.0825,0.1339
a,0.0949,0.8016,0.7803
i,0.0572,0.1379,0.1756
r,0.1199,0.339,0.2763
p,0.0654,0.4685,0.523
o,0.0653,0.1977,0.1978
r,0.0921,0.2278,0.201
t,0.0627,0.124,0.1534
i,0.0625,0.4424,0.4426
n,0.0731,0.1948,0.1842
m,0.1032,0.6875,0.6573
o,0.0692,0.2146,0.2487
s,0.1209,0.1624,0.1107
c,0.0903,0.3485,0.379
o,0.0599,0.107,0.1375
w,0.1327,0.3463,0.2735
.,0.0589,1.1829,1.2568
h,0.0625,0.5586,0.5549
o,0.0764,0.2263,0.2125
w,0.1151,0.2023,0.1636
e,0.089,0.1918,0.2179
v,0.0896,0.2321,0.2314
e,0.1156,0.1433,0.1173
r,0.068,0.056,0.1036
m,0.0908,0.5209,0.4981
a,0.0931,0.1362,0.1338
k,0.1033,0.4141,0.4039
a,0.1265,0.16,0.1368
r,0.0904,0.3241,0.3602
o,0.0583,0.1268,0.1589
v,0.0921,0.464,0.4302
i,0.0834,0.347,0.3557
s,0.1168,0.149,0.1156
s,0.12,0.4143,0.4111
o,0.0791,0.1285,0.1694
m,0.0757,0.192,0.1954
e,0.1371,0.151,0.0897
h,0.0757,0.3025,0.3639
o,0.0854,0.2291,0.2194
w,0.1072,0.1722,0.1505
a,0.1245,0.8238,0.8064
w,0.0713,0.1929,0.2461
a,0.1015,0.1862,0.1561
r,0.0799,0.1023,0.1239
e,0.0868,0.1402,0.1332
t,0.0743,0.3255,0.3381
h,0.1079,0.1868,0.1532
a,0.1302,0.1416,0.1194
t,0.0608,0.0493,0.1187
t,0.0719,0,0
h,0.1001,0.1931,0.1649
a,0.1261,0.1333,0.1072
t,0.0516,0.0599,0.1344
a,0.1066,0.37,0.315
l,0.0528,0.1459,0.1996
l,0.0849,0.1473,0.1152
e,0.1234,0.1676,0.1291
n,0.0605,0.1022,0.1651
i,0.0564,0.4162,0.4203
s,0.116,0.2455,0.1859
a,0.1097,0.3533,0.3596
n,0.0728,0.1131,0.15
u,0.0828,0.5559,0.5459
n,0.0732,0.2023,0.2119
d,0.0956,0.1749,0.1524
e,0.0792,0.1987,0.2152
r,0.0608,0.1553,0.1737
c,0.1191,0.2538,0.1955
o,0.0784,0.1775,0.2182
v,0.0776,0.3395,0.3403
e,0.1117,0.1369,0.1027
r,0.0715,0.1045,0.1448
c,0.1119,0.5341,0.4936
i,0.0586,0.098,0.1513
a,0.1229,0.1859,0.1216
a,0.1126,0.4097,0.4199
g,0.0686,0.1549,0.199
e,0.1101,0.1665,0.1249
o,0.0641,0.6019,0.6479
n,0.0692,0.4039,0.3988
t,0.0848,0.224,0.2084
a,0.1187,1.7215,1.6876
n,0.0619,0.1333,0.1901
d,0.1197,0.1849,0.1272
t,0.0657,0.405,0.459
h,0.0825,0.1714,0.1546
e,0.1711,0.1527,0.0641
n,0.066,0.0504,0.1555
k,0.0698,0.6563,0.6524
i,0.066,0.1878,0.1916
l,0.0747,0.1845,0.1758
l,0.1065,0.1622,0.1304
s,0.1195,0.1525,0.1395
a,0.108,0.9363,0.9477
l,0.0604,0.0954,0.143
l,0.0889,0.1528,0.1243
e,0.1193,0.2647,0.2343
n,0.06,0.0874,0.1466
b,0.0667,1.0113,1.0046
e,0.1056,0.191,0.1521
f,0.1072,0.2303,0.2287
o,0.064,0.072,0.1152
r,0.0659,0.158,0.156
e,0.0901,0.1708,0.1466
f,0.1073,0.3317,0.3146
l,0.0668,0.1086,0.149
e,0.0887,0.2082,0.1863
e,0.0939,0.1582,0.153
i,0.0761,0.1277,0.1455
n,0.0815,0.1991,0.1937
g,0.1064,0.1233,0.0985
t,0.1063,0.365,0.3651
h,0.0691,0.0561,0.0932
e,0.1304,0.2273,0.166
s,0.122,0.8553,0.8637
i,0.0596,0.0872,0.1496
r,0.0969,0.3383,0.301
p,0.0769,0.1528,0.1727
o,0.0529,0.1875,0.2115
r,0.0826,0.2146,0.185
t,0.0618,0.1367,0.1575
.,0.0635,0.5369,0.5351
t,0.067,0.64,0.6365
h,0.0792,0.1771,0.165
e,0.1157,0.1338,0.0972
t,0.0579,0.5308,0.5886
e,0.1143,0.2226,0.1663
r,0.0749,0.1904,0.2299
r,0.0968,0.1649,0.1429
o,0.066,0.091,0.1218
r,0.1137,0.1417,0.0939
i,0.0933,0.5453,0.5658
s,0.1063,0.1092,0.0962
t,0.0746,0.1347,0.1663
a,0.2167,0.7635,0.6215
t,0.0596,0.3847,0.5418
t,0.0879,0.1621,0.1338
a,0.095,0.106,0.0989
c,0.1215,0.2712,0.2447
k,0.079,0.2361,0.2786
w,0.1047,0.5318,0.5061
a,0.0623,0.1646,0.207
s,0.0919,0.1702,0.1405
m,0.1173,0.5936,0.5683
a,0.1094,0.1524,0.1602
f,0.0741,0.7069,0.7422
e,0.1286,0.2056,0.1512
t,0.0912,0.8706,0.9079
o,0.0713,0.0774,0.0973
l,0.0643,0.411,0.418
o,0.0575,0.1845,0.1913
o,0.0825,0.1416,0.1165
k,0.0846,0.1922,0.1901
a,0.089,0.6166,0.6122
s,0.0903,0.1834,0.1821
i,0.0699,0.4439,0.4642
f,0.0834,0.2407,0.2273
d,0.1125,1.1512,1.122
o,0.0649,0.0729,0.1205
n,0.0786,0.2091,0.1954
e,0.1188,0.1654,0.1252
b,0.0784,0.4195,0.4599
y,0.0747,0.2203,0.2241
t,0.0828,0.9316,0.9234
e,0.1376,0.1885,0.1336
h,0.0823,0.0303,0.0856
a,0.1097,0.5469,0.5195
m,0.0789,0.1304,0.1612
e,0.1004,0.1497,0.1281
r,0.0801,0.1927,0.213
i,0.0626,0.188,0.2055
c,0.1026,0.1716,0.1316
a,0.1039,0.2334,0.2322
n,0.0648,0.0818,0.1209
s,0.1186,0.1587,0.1048
a,0.0929,0.5051,0.5309
n,0.071,0.0909,0.1129
d,0.0897,0.1757,0.1569
m,0.0717,0.3425,0.3605
a,0.1203,0.1969,0.1483
k,0.0893,0.398,0.429
a,0.1383,0.1759,0.127
r,0.0579,0.1319,0.2123
o,0.0768,0.6187,0.5998
v,0.097,0.2359,0.2158
i,0.0642,0.3293,0.3621
n,0.075,0.2129,0.2021
s,0.1102,0.1971,0.1618
t,0.0626,0.1437,0.1913
r,0.1094,0.2428,0.196
u,0.0678,0.1717,0.2133
c,0.1088,0.4145,0.3735
t,0.0735,0.1067,0.142
s,0.1283,0.1872,0.1323
h,0.0771,0.8359,0.8871
i,0.0651,0.2771,0.2891
s,0.1078,0.1447,0.102
s,0.1086,0.3815,0.3807
u,0.081,0.4262,0.4538
q,0.0982,0.6617,0.6446
u,0.0762,0.1851,0.2071
a,0.1142,0.1395,0.1015
d,0.073,0.2917,0.3329
t,0.0825,0.3692,0.3597
o,0.06,0.1183,0.1408
s,0.1189,0.5624,0.5035
p,0.0706,0.0819,0.1303
e,0.1017,0.3249,0.2939
a,0.0881,0.2146,0.2282
c,0.1341,0.3122,0.2662
k,0.0696,0.1101,0.1746
e,0.1057,0.8858,0.8496
n,0.0806,0.091,0.1161
g,0.0673,0.2214,0.2347
l,0.0782,0.2309,0.22
i,0.0758,0.2099,0.2123
s,0.1404,0.1645,0.0999
h,0.0727,0.0829,0.1507
a,0.1357,0.8537,0.7907
n,0.0862,0.1196,0.169
d,0.1399,0.1786,0.125
u,0.0638,0.5744,0.6505
s,0.1043,0.1736,0.1331
e,0.0966,0.2105,0.2182
n,0.0841,0.3842,0.3967
a,0.0802,0.143,0.1469
t,0.0955,0.3684,0.3531
o,0.0585,0.1424,0.1794
w,0.1006,0.7409,0.6988
e,0.0926,0.207,0.215
a,0.0862,0.1975,0.2039
p,0.0609,0.339,0.3644
o,0.073,0.9293,0.9172
n,0.0509,0.3278,0.3499
s,0.0994,0.2156,0.1671
.,0.0589,0.5637,0.6043
t,0.0814,1.2528,1.2302
h,0.086,0.1626,0.158
e,0.1242,0.1418,0.1036
m,0.0575,0.976,1.0426
4,0.0681,1.3981,1.3874
a,0.1544,0.34,0.2537
i,0.0897,0.3297,0.3945
a,0.1316,0.406,0.364
n,0.0755,0.0829,0.139
d,0.1192,0.2041,0.1604
m,0.0787,0.5442,0.5847
2,0.1218,0.5943,0.5512
5,0.0661,0.1607,0.2164
0,0.0595,0.4751,0.4818
.,0.0706,0.4335,0.4223
a,0.1247,0.8398,0.7857
l,0.0696,0.1084,0.1636
l,0.0847,0.1562,0.1411
e,0.1139,0.1496,0.1204
n,0.0747,0.1032,0.1423
s,0.1239,0.1751,0.1259
b,0.0681,0.6508,0.7066
o,0.0633,0.2586,0.2635
d,0.088,0.3407,0.3159
y,0.0797,0.1787,0.187
i,0.0795,0.6272,0.6274
s,0.1393,0.2694,0.2096
l,0.1202,0.6017,0.6208
e,0.1118,0.1434,0.1518
f,0.1158,0.291,0.287
t,0.0775,0.1095,0.1479
b,0.0993,0.8272,0.8053
e,0.1217,0.1702,0.1479
h,0.0792,0.3223,0.3647
i,0.0652,0.1787,0.1927
n,0.0851,0.1836,0.1638
d,0.1167,0.2117,0.1801
f,0.1077,0.8039,0.8128
o,0.0675,0.0742,0.1144
r,0.0884,0.2117,0.1908
t,0.0781,0.2861,0.2964
h,0.0707,0.0953,0.1028
e,0.1173,0.1752,0.1286
r,0.094,0.2707,0.294
u,0.0705,0.1366,0.1601
s,0.0784,0.191,0.183
s,0.0941,0.1591,0.1434
i,0.0891,0.1172,0.1223
a,0.1125,0.1253,0.1019
n,0.13,0.1606,0.1431
t,0.0927,0.9766,1.0139
o,0.065,0.0941,0.1218
f,0.104,0.5895,0.5504
i,0.072,0.1239,0.1559
n,0.0782,0.1961,0.1899
d,0.0971,0.2902,0.2713
w,0.0998,1.0055,1.0028
h,0.0691,0.142,0.1727
i,0.076,0.2212,0.2143
c,0.1496,0.1876,0.114
h,0.0799,0.1213,0.1911
w,0.0918,0.7724,0.7605
i,0.0684,0.1008,0.1242
l,0.0705,0.1859,0.1838
l,0.0844,0.1399,0.1261
b,0.082,0.5949,0.5973
e,0.1194,0.1653,0.128
i,0.0696,0.3481,0.3978
n,0.0712,0.2064,0.2048
d,0.0934,0.1248,0.1026
e,0.1018,0.2062,0.1978
n,0.0811,0.0677,0.0885
t,0.1156,0.3052,0.2707
i,0.0714,0.1201,0.1643
f,0.1033,0.2849,0.253
i,0.072,0.0944,0.1257
r,0.0984,0.1691,0.1427
e,0.0926,0.6004,0.6063
d,0.1093,0.1714,0.1547
a,0.0975,0.3213,0.3331
s,0.1001,0.197,0.1944
a,0.1222,0.4727,0.4507
m,0.0745,0.1854,0.2331
e,0.0915,0.1244,0.1074
r,0.0655,0.1722,0.1982
i,0.059,0.1224,0.1289
c,0.0914,0.2153,0.1829
a,0.141,0.2772,0.2275
n,0.0822,0.0541,0.1129
.,0.068,0.5305,0.5448
a,0.1202,0,0
n,0.072,0.1084,0.1566
g,0.073,0.5065,0.5054
e,0.0936,0.1046,0.084
r,0.065,0.1056,0.1341
e,0.0889,0.126,0.1021
d,0.1019,0.1834,0.1704
b,0.0748,1.0731,1.1002
y,0.0664,0.2405,0.2489
w,0.1194,0.5572,0.5042
h,0.0844,0.1584,0.1933
a,0.1176,0.1069,0.0738
t,0.0647,0.0948,0.1476
t,0.0561,0.4064,0.415
h,0.0962,0.1895,0.1494
e,0.1228,0.1321,0.1055
y,0.069,0.0748,0.1287
b,0.062,0.447,0.454
e,0.1396,0.2052,0.1276
l,0.1041,0.2858,0.3213
i,0.0739,0.2049,0.235
e,0.1015,0.1547,0.1271
v,0.0751,0.2163,0.2428
e,0.1139,0.1579,0.1191
i,0.0712,0.4687,0.5114
s,0.1384,0.1913,0.1241
a,0.1257,0.7606,0.7732
n,0.0804,0.1112,0.1566
a,0.0974,0.4176,0.4006
m,0.0669,0.0905,0.121
e,0.1037,0.2136,0.1768
r,0.0997,0.2253,0.2293
i,0.0634,0.1094,0.1456
c,0.1034,0.1825,0.1425
a,0.1107,0.2292,0.2219
n,0.0522,0.0602,0.1187
s,0.1103,0.8935,0.8355
u,0.0551,0.2651,0.3203
p,0.0675,0.2344,0.222
o,0.0657,0.2359,0.2377
o,0.1019,0.1552,0.119
r,0.0993,0.4339,0.4365
t,0.0734,0.1583,0.1842
e,0.0942,0.1172,0.0964
d,0.104,0.1886,0.1789
t,0.068,0.3599,0.3958
e,0.0958,0.1248,0.097
r,0.0646,0.1287,0.1599
r,0.0807,0.1231,0.1071
o,0.0658,0.4625,0.4774
r,0.1003,0.1683,0.1338
i,0.0836,0.3304,0.3472
s,0.1269,0.1329,0.0896
t,0.0649,0.1115,0.1735
t,0.0594,0.9179,0.9233
a,0.0745,0.1074,0.0923
c,0.1027,0.2962,0.2681
k,0.0712,0.6639,0.6954
.,0.0668,0.5142,0.5186
r,0.0876,0.7237,0.7029
u,0.0604,0.1152,0.1423
s,0.0984,0.2096,0.1717
s,0.123,0.187,0.1624
i,0.0677,0.4739,0.5292
a,0.1114,0.1604,0.1167
i,0.0814,0.662,0.692
n,0.0764,0.2337,0.2388
i,0.0801,0.2108,0.2071
t,0.1001,0.1778,0.1578
i,0.078,0.1814,0.2036
a,0.1406,0.1638,0.1012
t,0.0749,0.3573,0.423
e,0.0975,0.1172,0.0946
s,0.093,0.1949,0.1995
a,0.1263,0.6795,0.6461
s,0.1111,0.8935,0.9087
u,0.0603,0.2114,0.2621
r,0.0996,0.226,0.1867
p,0.0886,0.1167,0.1277
r,0.1028,0.5077,0.4936
i,0.0648,0.1618,0.1998
s,0.0849,0.4659,0.4458
e,0.093,0.2066,0.1985
i,0.0601,0.3541,0.387
n,0.0677,0.1811,0.1735
v,0.0804,1.2588,1.246
a,0.1202,0.1769,0.1372
s,0.101,0.6046,0.6238
i,0.0592,0.1396,0.1814
o,0.0769,0.177,0.1592
n,0.0815,0.1879,0.1833
o,0.0682,0.6443,0.6576
f,0.0866,0.1599,0.1415
t,0.0774,0.4592,0.015
y,0.0983,0.0059,0.4533
h,0.0668,0.1251,0.1416
r,0.1566,0.3589,0.2691
u,0.0565,0.5141,0.6142
n,0.0838,0.2083,0.181
i,0.0808,0.2044,0.2074
t,0.0705,0.2086,0.2189
e,0.0999,0.1109,0.0815
d,0.0946,0.1819,0.1871
s,0.0999,0.6071,0.6019
t,0.077,0.088,0.1109
a,0.0844,0.1172,0.1098
t,0.0691,0.1215,0.1368
e,0.0806,0.0864,0.075
s,0.0944,0.189,0.1752
e,0.1072,0.4711,0.4582
a,0.0896,0.2078,0.2255
s,0.0955,0.1984,0.1924
t,0.0753,0.1893,0.2096
c,0.1237,0.4156,0.3671
o,0.0646,0.1241,0.1832
a,0.1241,0.2127,0.1532
s,0.1202,0.2524,0.2562
t,0.0828,0.256,0.2934
/,0.0727,0.5633,0.5734
;,0.0516,0.6471,0.6682
t,0.0697,0,0
h,0.0774,0.1805,0.1728
