Key,HoldTime,FlightTime,DigraphLatency
o,0.1715,0.2709,0.1954
u,0.1011,0.2952,0.3656
t,0.1343,0.252,0.2188
s,0.1855,1.2427,1.1916
u,0.0435,0.1222,0.2642
p,0.0647,0.47,0.4488
p,0.081,0.172,0.1556
o,0.1007,0.2264,0.2067
r,0.1407,0.3559,0.3159
t,0.0908,0.1384,0.1882
.,0.0812,0.6729,0.6825
a,7.3952,1.0733,0.1819
f,0.0931,0.3121,0.3565
t,0.1617,0.3011,0.2326
e,0.1345,0.0862,0.1133
r,0.105,0.158,0.1875
a,0.1307,0.8493,0.8236
t,0.1109,0.6233,0.6431
a,0.1377,0.1541,0.1273
n,0.1271,0.7181,0.7286
k,0.1907,0.2119,0.1484
e,0.1284,0.2683,0.3305
r,0.1109,0.0994,0.117
e,0.1216,0.8475,0.8367
x,0.1002,0.6137,0.6352
p,0.0894,0.5476,0.5583
[,0.0881,0.5386,0.5399
o,0.0876,1.402,1.4025
d,0.0937,1.1113,1.1052
e,0.1446,0.1858,0.1349
s,0.1151,0.2684,0.2978
t,0.1489,3.559,3.5253
h,0.099,0.1052,0.1551
e,0.1145,0.1537,0.1381
s,0.1343,1.0935,1.0738
q,0.1226,0.9565,0.9681
u,0.1019,1.5885,1.6092
a,0.1327,0.2027,0.1719
d,0.0911,0.2618,0.3033
m,0.0993,1.1542,1.146
e,0.1615,0.1877,0.1255
m,0.0967,0.1783,0.2431
e,0.0915,0.6797,0.6849
b,0.1177,1.4036,1.3774
e,0.1114,0.1331,0.1394
r,0.1051,0.1586,0.1649
s,0.0723,0.1662,0.199
a,0.146,0.5782,0.5045
r,0.1145,0.1445,0.1761
e,0.1381,0.1668,0.1431
i,0.1012,2.8628,2.8998
n,0.0888,0.218,0.2304
c,0.0812,0.611,0.6187
a,0.1334,0.1816,0.1294
p,0.1065,0.3173,0.3442
a,0.1173,0.241,0.2302
c,0.1518,0.4978,0.4633
i,0.1445,0.3812,0.3886
t,0.1011,0.3695,0.4129
a,0.1311,0.2411,0.2111
t,0.1286,0.3397,0.3422
e,0.1121,0.1241,0.1406
d,0.102,0.1865,0.1967
e,0.1256,1.994,1.9703
c,0.0784,0.3149,0.3621
c,0.0966,0.1956,0.1774
e,0.1581,0.2881,0.2267
p,0.1355,0.6136,0.6362
t,0.1038,0.1725,0.2041
g,47.7477,1.4267,0.2486
r,0.0781,0.3716,0.3784
i,0.0833,0.5085,0.5034
g,0.0599,0.4585,0.4819
g,0.0774,0.1871,0.1696
s,0.1268,0.2112,0.1617
a,0.1431,1.6551,1.6388
n,0.0932,0.0782,0.1281
d,0.1205,0.2204,0.1931
a,0.1561,2.2973,0.3707
k,0.0787,0.9794,1.0568
h,0.0889,0.2879,0.2777
a,0.1675,0.3962,0.3176
e,0.1114,0.4804,0.5365
v,0.0993,0.2565,0.2686
c,0.1616,1.3384,1.2761
o,0.1479,0.1802,0.1939
m,0.1088,0.2149,0.2541
e,0.121,0.1746,0.1624
s,0.0948,0.2456,0.2717
t,0.1216,0.4045,0.3777
o,0.1319,0.163,0.1527
t,0.1192,0.5571,0.5697
h,0.0894,0.1423,0.1721
e,0.1127,0.1385,0.1151
b,0.0996,0.7152,0.7284
r,0.112,0.1627,0.1503
i,0.1119,0.5455,0.5456
g,0.1148,0.415,0.412
d,0.1162,0.8831,0.8818
g,0.1075,0.2601,0.2687
e,0.1192,0.1395,0.1279
t,0.1257,0.4905,0.484
o,0.1167,0.2463,0.2552
o,0.0994,1.0109,1.0283
b,0.0627,0.546,0.5827
s,0.1285,0.4844,0.4187
e,0.0993,0.1965,0.2257
r,0.0642,0.1821,0.2171
v,0.092,0.5187,0.491
e,0.116,0.2236,0.1995
.,0.0524,0.8881,0.9517
g,6.1729,1.1387,0.2687
r,0.1146,0.4093,0.3945
i,0.0966,0.2316,0.2497
g,0.0645,0.483,0.5151
g,0.0667,0.1883,0.1861
s,0.1094,0.2301,0.1874
i,0.1319,0.4971,0.4747
s,0.1195,0.0639,0.0763
s,0.1302,0.8509,0.8401
h,0.1329,0.1552,0.1525
o,0.1365,0.1235,0.1199
t,0.1138,0.3108,0.3335
i,0.1293,0.8744,0.8589
n,0.1077,0.1325,0.1541
t,0.125,0.4517,0.4344
h,0.0947,0.0771,0.1074
e,0.0896,0.1741,0.1792
h,0.1211,0.568,0.5364
e,0.132,0.0653,0.0543
a,0.0695,0.2261,0.2887
d,0.1123,0.7341,0.6913
w,0.1297,0.8099,0.7925
h,0.1309,0.2034,0.2021
o,0.1531,0.0972,0.0751
i,0.0922,1.8836,1.9445
l,0.109,0.2448,0.228
e,0.0935,0.2291,0.2446
t,0.1638,0.8015,0.7313
r,0.13,0.3567,0.3905
y,0.0975,0.2535,0.286
i,0.1408,0.6266,0.5833
n,0.1169,1.1242,1.1481
g,0.1101,0.138,0.1448
t,0.136,0.4877,0.4617
o,0.0998,0.1383,0.1746
d,0.1634,1.4078,1.3442
r,0.1488,0.1118,0.1264
a,0.1471,0.2512,0.2529
g,0.0754,0.5164,0.5881
M,0.0807,1.7331,1.7278
c,0.1227,0.9167,0.8747
t,6.5039,1.2924,0.4617
a,0.1412,0.2451,0.1886
v,0.0761,0.2964,0.3615
i,0.103,0.4464,0.4196
s,0.1118,0.3561,0.3473
h,0.0945,0.1579,0.1753
t,0.1087,0.512,0.4977
o,0.1206,0.1754,0.1634
s,0.1759,0.9648,0.9096
a,0.1623,0.1973,0.211
f,0.1,0.1145,0.1767
e,0.0945,0.1857,0.1912
t,0.1095,1.3236,1.3086
y,0.099,0.434,0.4446
.,0.117,4.0931,4.0751
w,23.542,1.0957,0.7925
h,0.1164,0.366,0.4
e,0.1134,0.1789,0.1818
n,0.1132,0.2659,0.2661
a,0.1028,1.9215,0.3058
k,0.0871,0.4545,0.4702
h,0.0983,0.5452,0.534
e,0.0907,0.7606,0.7682
a,0.0959,0.2973,0.292
v,0.0893,0.5507,0.5574
i,0.1284,1.9178,1.8787
s,0.1582,0.1479,0.118
o,0.1109,0.6724,0.7197
n,0.0965,0.2037,0.218
t,0.1284,0.4077,0.3758
h,0.0955,0.1161,0.149
e,0.0914,0.108,0.1121
v,0.1002,0.5434,0.5346
e,0.1309,0.113,0.0823
r,0.1065,0.1501,0.1745
g,0.1088,0.4061,0.4038
e,0.1119,0.1309,0.1278
o,0.0876,3.8192,3.8434
f,0.0894,0.3166,0.3147
k,0.1419,0.8845,0.8321
i,0.1204,0.0822,0.1038
l,0.0687,0.3431,0.3948
l,0.0973,0.1772,0.1486
i,0.097,0.2543,0.2546
n,0.1038,0.3589,0.3521
g,0.0687,0.4682,0.5033
s,0.2045,2.4547,2.319
o,0.0932,0.1481,0.2594
a,0.1468,0.2766,0.223
p,0.1012,0.5229,0.5686
",",0.0839,2.4354,2.4526
h,0.1329,0.5938,0.5448
e,0.1475,0.1383,0.1238
s,0.0918,0.2217,0.2774
d,0.2055,0.7902,0.6765
i,0.1109,0.1842,0.2787
s,0.0234,0.1255,0.213
t,0.0883,0.5844,0.5195
r,0.0919,0.2315,0.2279
a,0.1507,0.2442,0.1854
c,0.0649,0.5474,0.6332
t,0.1199,0.3123,0.2573
e,0.1315,0.1087,0.0972
d,0.0956,0.1935,0.2293
a,0.1791,1.6728,1.5893
n,0.1227,0.0764,0.1328
d,0.1116,0.2238,0.2349
p,0.1592,2.2793,2.2318
r,0.1119,0.0863,0.1336
i,0.1574,0.3539,0.3084
c,0.1045,0.4138,0.4666
e,0.111,0.1602,0.1538
h,0.1563,3.2429,3.1976
a,0.1601,0.1454,0.1415
n,0.1127,0.188,0.2354
d,0.114,0.6578,0.6564
s,0.1294,0.2504,0.235
s,0.1667,1.9152,1.8779
o,0.1224,0.1348,0.179
a,0.1083,0.2145,0.2286
p,0.0873,0.2792,0.3002
h,0.2031,1.7735,1.6578
i,0.1532,0.1364,0.1864
s,0.0776,0.2153,0.2908
h,0.1173,0.672,0.6324
a,0.1256,0.1483,0.14
n,0.1139,0.6311,0.6428
d,0.1329,0.1966,0.1776
g,0.1399,1.1926,1.1856
u,0.1642,0.1257,0.1015
n,0.0979,0.7132,0.7795
w,0.1594,2.5463,2.4848
h,0.1286,0.1563,0.187
i,0.2117,0.1471,0.064
c,0.1187,0.302,0.395
h,0.0961,0.1335,0.1561
h,0.1232,0.494,0.4669
e,0.1325,0.1012,0.0918
u,0.1013,0.4603,0.4915
s,0.0848,0.1746,0.1911
e,0.1061,0.2735,0.2522
s,0.113,0.2323,0.2254
.,0.0813,1.1051,1.1368
t,0.1037,1.8452,1.8227
o,0.1263,0.1979,0.1754
s,0.126,1.2094,1.2098
h,0.1887,0.1638,0.101
o,0.1287,0.6324,0.6924
o,0.0996,0.2044,0.2335
t,0.1077,0.2298,0.2218
.,0.1,0.8165,0.8242
z,0.1027,1.5695,1.5667
a,0.1184,0.1672,0.1515
k,0.0885,0.6418,0.6717
h,0.1083,0.3715,0.3517
a,0.1383,0.9244,0.8944
e,0.0947,0.6178,0.6614
v,0.0981,0.2884,0.285
a,0.1266,0.0,0.2377
l,0.0766,0.5053,0.5554
l,0.0729,0.1483,0.152
o,0.1162,0.9503,0.907
f,0.1083,0.1564,0.1643
d,0.1593,0.8418,0.7908
u,0.1191,0.1025,0.1427
t,0.1121,0.2061,0.2131
y,0.0769,0.1569,0.1922
m,0.1579,0.9134,0.8324
o,0.1453,0.118,0.1306
d,0.0932,0.4245,0.4766
e,0.1038,0.1208,0.1102
r,0.0745,0.1273,0.1566
n,0.0675,0.4998,0.5068
w,0.112,0.4368,0.3924
a,0.1069,0.2091,0.2142
r,0.0948,0.1782,0.1903
f,0.1267,0.648,0.6161
a,0.1354,0.0986,0.09
r,0.0854,0.1765,0.2265
e,0.0949,0.1414,0.1319
2,0.0845,0.774,0.7844
i,0.1019,0.5438,0.5264
s,0.0875,0.2386,0.2531
s,0.1213,0.7271,0.6932
e,0.0791,0.0976,0.1398
t,0.1105,0.647,0.6155
f,0.1209,4.5315,4.5212
i,0.1081,0.1857,0.1985
v,0.0932,0.4132,0.4281
e,0.0861,0.1428,0.1499
y,0.1192,0.6781,0.6449
e,0.1221,0.0929,0.0901
a,0.1067,0.2527,0.2681
r,0.1027,0.1853,0.1892
s,0.0977,0.1271,0.1322
a,0.171,1.6574,1.584
f,0.1042,0.1469,0.2137
t,0.0891,0.1922,0.2073
e,0.0894,0.2391,0.2389
r,0.1033,0.2285,0.2146
t,0.096,1.1624,1.1697
h,0.1003,0.1193,0.115
e,0.088,0.1437,0.156
c,0.1117,1.4873,1.4635
o,0.1024,0.0677,0.0771
n,0.0887,0.2834,0.2971
c,0.1053,2.0972,2.0806
l,0.1145,0.126,0.1169
u,0.0793,0.308,0.3432
s,0.1064,0.4178,0.3907
i,0.1009,0.322,0.3275
o,0.1867,0.1611,0.0753
n,0.0923,0.288,0.3824
o,0.1242,0.9149,0.883
f,0.1102,0.1657,0.1797
t,0.1222,0.3771,0.365
h,0.0967,0.1322,0.1577
e,0.104,0.183,0.1757
f,0.174,2.5731,2.5032
i,0.103,0.0632,0.1341
r,0.102,0.1478,0.1489
s,0.0927,0.2723,0.2815
t,0.093,0.1194,0.1191
g,0.1102,0.8125,0.7953
a,0.1134,0.1234,0.1202
m,0.0963,1.4266,1.4437
e,0.1165,0.0992,0.079
.,0.0895,3.708,3.735
d,0.103,0.2991,0.2856
e,0.123,0.2065,0.1865
s,0.1179,0.3958,0.4009
p,0.0993,0.2489,0.2675
i,0.0799,0.2339,0.2533
t,0.0989,0.359,0.34
e,0.0993,0.078,0.0775
t,0.1031,0.36,0.3562
h,0.0877,0.145,0.1604
e,0.0891,0.1084,0.107
e,0.1004,0.6849,0.6737
f,0.0817,0.2051,0.2237
f,0.0886,0.1881,0.1812
o,0.0972,0.2222,0.2135
r,0.0946,0.2755,0.2782
t,0.109,0.1987,0.1844
s,0.1172,0.2384,0.2301
o,0.109,0.6117,0.62
f,0.1357,0.275,0.2483
t,0.1194,0.3005,0.3168
h,0.0883,0.178,0.2091
e,0.0822,0.1193,0.1254
m,0.0944,0.8822,0.8701
a,0.1569,0.166,0.1034
r,0.1126,0.4266,0.4709
i,0.093,0.1825,0.2021
n,0.0833,0.2827,0.2925
e,0.1065,0.3133,0.2901
s,0.1245,0.3512,0.3332
a,0.1883,0.3741,0.3104
n,0.1059,0.0556,0.138
d,0.0832,0.1808,0.2034
t,0.13,0.5095,0.4627
h,0.1138,0.1385,0.1547
e,0.1083,0.2969,0.3024
S,0.1036,1.2337,1.2385
a,2.8323,0.229,0.3104
s,0.1712,0.4371,0.3884
t,0.129,1.2073,1.2495
h,0.0827,0.0967,0.1429
e,0.102,0.2145,0.1952
u,0.0769,0.7179,0.7431
l,0.0836,0.569,0.5623
t,0.0897,0.4583,0.4522
r,0.11,0.1875,0.1672
s,0.0887,0.5196,0.541
a,0.1364,2.2063,2.1585
n,0.1199,0.7631,0.7796
s,0.1255,0.5088,0.5031
t,0.1204,0.4754,0.4805
o,0.1439,0.2906,0.2672
n,0.0956,0.3082,0.3565
a,0.108,0.1816,0.1692
l,0.087,0.3378,0.3588
i,0.075,0.2104,0.2223
s,0.1275,0.2711,0.2187
t,0.0995,0.2705,0.2985
s,0.1216,0.2216,0.1995
c,0.1135,2.9719,2.98
e,0.139,0.1144,0.0889
a,0.1414,0.2664,0.264
s,0.1106,0.3064,0.3371
e,0.0935,0.1346,0.1517
c,0.1568,0.7061,0.6427
o,0.1139,0.1668,0.2097
n,0.0698,0.3978,0.4419
t,0.113,0.3791,0.3358
r,0.1071,0.1151,0.121
o,0.0697,0.5395,0.577
l,0.0715,0.2443,0.2424
o,0.1092,0.7768,0.7392
f,0.0953,0.1047,0.1186
r,0.1129,0.6216,0.604
u,0.1,0.1418,0.1547
s,0.077,0.5165,0.5396
s,0.0892,0.2063,0.194
i,0.1095,0.1935,0.1733
a,0.1548,0.3667,0.3214
a,0.161,1.3806,1.3745
n,0.1205,0.0829,0.1234
d,0.12,0.6129,0.6134
e,0.081,0.6526,0.6916
n,0.077,0.1928,0.1968
s,0.1184,0.5339,0.4925
h,0.0877,0.6155,0.6462
r,0.0897,0.3853,0.3833
i,0.1061,0.1787,0.1623
n,0.0991,0.3041,0.311
e,0.0992,0.2622,0.2621
i,2.9818,2.3094,0.1623
m,0.1023,0.2454,0.2318
r,0.0972,0.4138,0.4188
a,0.1366,0.1456,0.1063
n,0.0885,0.3873,0.4354
a,0.1145,2.3865,0.8002
k,0.0998,1.1495,1.1641
h,0.1057,0.4005,0.3946
a,0.1545,0.1984,0.1496
e,0.0864,0.3153,0.3834
v,0.084,0.2667,0.2692
.,0.0695,0.7489,0.7634
a,2.3778,0.8923,0.1496
s,0.068,0.2206,0.234
a,0.0895,0.4522,0.4306
h,0.1038,0.5101,0.4958
e,0.1142,0.1305,0.1201
r,0.0852,0.1393,0.1684
e,0.0425,0.0785,0.1212
o,0.0587,2.4987,2.4825
a,0.1252,0.5017,0.4351
n,0.1007,0.2055,0.2301
d,0.0946,0.1323,0.1384
m,0.129,0.6577,0.6233
a,0.169,0.1771,0.137
r,0.0889,0.291,0.3711
t,0.1005,0.4528,0.4413
y,0.0831,0.2786,0.296
r,0.101,0.6069,0.5889
.,0.0791,2.4163,2.4382
m,5.6316,1.28,0.6233
e,0.1159,0.335,0.2999
a,0.1204,0.5223,0.5178
n,0.0862,0.2349,0.2691
w,0.113,0.5577,0.5309
h,0.1031,0.1664,0.1763
i,0.1335,0.0982,0.0678
l,0.0963,0.7447,0.7818
e,0.0909,0.1537,0.1592
v,19.0055,3.4376,0.2692
l,0.117,0.8448,0.7876
a,0.1281,0.1984,0.1874
d,0.1161,0.2563,0.2683
y,0.0714,0.3646,0.4094
m,0.1146,2.0218,1.9785
i,0.1094,0.4121,0.4174
r,0.1115,1.349,1.3469
m,5.0502,3.1745,1.9785
a,0.1554,0.3248,0.2747
k,0.1089,0.4218,0.4683
a,0.1319,0.1675,0.1445
r,0.0808,0.3776,0.4287
o,0.106,0.8978,0.8726
v,0.0815,0.8328,0.8573
",",0.0823,2.9561,2.9553
a,0.0908,0.7438,0.7353
o,0.1027,0.7413,0.7295
n,0.1104,0.2965,0.2888
e,0.0954,0.22,0.235
o,0.1046,0.6495,0.6403
f,0.1092,0.3515,0.3469
a,0.1213,3.0075,0.2188
k,0.0826,1.1328,1.1715
h,0.1675,0.5016,0.4167
a,0.1169,0.4222,0.4727
e,0.1046,0.2927,0.3051
v,0.0864,0.3412,0.3594
s,0.0799,0.2756,0.2821
f,0.1597,1.4764,1.3967
o,0.0906,0.2391,0.3082
r,0.1041,0.2145,0.2011
m,0.1285,0.2679,0.2434
e,0.1251,0.472,0.4754
r,0.1001,0.1687,0.1937
l,0.1367,1.9266,1.8901
e,0.1351,0.1494,0.151
t,0.1033,2.5017,2.5334
s,0.1,0.2072,0.2105
b,0.1162,1.6689,1.6527
e,0.1325,0.1165,0.1002
g,0.1112,0.4763,0.4976
i,0.1057,0.1582,0.1637
n,0.0953,0.2504,0.2607
s,0.1142,0.3448,0.326
a,0.0859,1.9372,1.9654
r,0.1077,0.5738,0.552
a,0.1038,0.0802,0.0841
i,0.0896,0.4739,0.4881
n,0.0854,0.2762,0.2804
o,0.1208,0.8882,0.8527
f,0.0977,0.211,0.2342
t,0.1274,0.6444,0.6147
e,0.0742,0.0597,0.1129
r,0.0627,0.1889,0.2005
r,0.0717,0.1883,0.1793
o,0.0861,0.573,0.5585
r,0.0677,0.582,0.6005
g,0.0933,1.1182,1.0926
a,0.1323,0.1487,0.1097
a,0.0964,0.1802,0.2161
i,0.085,0.476,0.4874
n,0.1089,0.2599,0.236
s,0.0929,0.2246,0.2406
t,0.0929,0.263,0.2629
e,8.8826,4.6054,0.1129
u,0.0693,0.7652,0.7649
r,0.122,0.4285,0.3758
o,0.0655,0.5122,0.5687
p,0.1154,0.2449,0.195
e,0.0814,0.1606,0.1946
b,0.1699,0.587,0.4985
y,0.1351,0.1128,0.1475
s,0.127,1.001,1.0091
t,0.1085,0.6226,0.6411
a,0.1386,0.3627,0.3326
g,0.1284,0.7272,0.7373
i,0.0893,0.1573,0.1965
n,0.0941,0.2439,0.2391
g,0.0928,0.1727,0.1739
n,0.1496,1.5126,1.4559
u,0.1268,0.0654,0.0883
m,0.1095,0.3074,0.3246
e,0.1155,0.256,0.25
r,0.0808,0.2278,0.2625
o,0.1358,0.5585,0.5035
u,0.0985,0.1996,0.2369
s,0.0969,0.4699,0.4715
t,0.1242,0.6576,0.6302
e,0.1008,0.0774,0.1008
r,0.091,0.1819,0.1917
r,0.0826,0.1924,0.2009
o,0.133,0.7181,0.6677
r,0.1172,0.3571,0.3729
i,0.1174,0.3817,0.3816
s,0.1236,0.7878,0.7816
t,0.0988,0.1744,0.1992
a,0.1343,0.9921,0.9566
t,0.0861,0.1447,0.1928
t,0.0777,0.2133,0.2216
c,0.1204,0.2848,0.2422
k,0.084,0.961,0.9973
a,0.1197,2.6171,2.5814
c,0.1214,0.6409,0.6392
k,0.0877,0.1993,0.2331
s,0.1118,0.9332,0.909
.,0.0761,0.3774,0.4132
h,0.1095,0.0,0.3378
e,0.0933,0.1868,0.2029
g,0.1062,0.5779,0.565
a,0.1517,0.1667,0.1211
m,0.1022,0.7635,0.8131
e,0.1075,0.146,0.1406
b,0.0973,1.1039,1.1141
e,0.133,0.1801,0.1445
g,0.115,0.302,0.32
i,0.0794,0.1906,0.2262
n,0.0944,0.2899,0.275
s,0.0867,0.2537,0.2613
i,0.0931,0.5452,0.5388
n,0.0555,0.2119,0.2495
a,5.2781,1.1396,0.1211
f,0.0997,0.2711,0.2751
h,0.0673,0.7033,0.7357
g,0.0945,1.5068,1.4796
h,0.1,0.3299,0.3244
a,0.1212,0.9274,0.9062
n,0.0986,0.1444,0.167
i,0.1565,0.2544,0.1965
s,0.1013,0.2371,0.2923
t,0.0814,0.3185,0.3385
h,0.0932,0.2946,0.2827
a,0.1566,0.2587,0.1954
n,0.0986,0.5177,0.5756
w,0.1003,1.1953,1.1937
h,0.1534,0.238,0.1848
e,0.1012,0.139,0.1911
r,0.0891,0.1711,0.1832
e,0.0477,0.0636,0.1051
U,0.087,1.9306,1.8913
s,5.6344,0.406,0.2923
a,0.1681,0.5793,0.4734
r,0.0856,0.105,0.1875
m,0.1084,0.6945,0.6718
y,0.0799,0.1961,0.2246
r,0.1149,0.905,0.87
a,0.1314,0.1173,0.1008
n,0.1061,0.43,0.4553
g,0.112,0.311,0.3051
e,0.1095,0.1213,0.1238
r,0.092,0.1903,0.2078
J,0.0666,1.5242,1.5496
s,0.1157,0.8728,0.4345
e,0.1,0.2706,0.2863
p,0.1043,0.8702,0.8659
h,0.0911,0.2336,0.2467
a,6.1619,1.2066,0.1008
l,0.1386,0.4769,0.4678
l,0.0928,0.2145,0.2604
e,0.0895,1.9591,1.9623
n,0.0814,0.6257,0.6339
o,0.1144,3.7532,3.7201
d,0.1017,0.2639,0.2766
f,0.0955,9.8632,4.3187
1,0.1138,0.9588,0.9405
s,0.171,0.5568,0.4996
t,0.0898,0.6093,0.6905
b,0.114,0.9403,0.9161
a,0.1112,0.157,0.1598
t,0.0786,0.2643,0.2969
t,0.0917,0.2154,0.2024
a,0.1334,0.3447,0.3029
l,0.0755,0.4844,0.5424
i,0.0607,0.2199,0.2346
o,0.0945,0.2193,0.1855
n,0.0725,0.2586,0.2806
p,0.125,3.7532,3.7007
a,0.2431,0.1897,0.0715
r,0.0768,0.2159,0.3822
t,0.1076,0.4216,0.3908
i,0.1044,0.2341,0.2374
c,0.1372,0.4189,0.3861
i,0.0848,0.1225,0.1749
p,0.1037,0.6047,0.5858
a,0.186,0.2483,0.1659
t,0.1089,0.2492,0.3263
e,0.1151,0.1261,0.1199
s,0.0899,0.234,0.2591
i,0.1133,0.5376,0.5142
n,0.0943,0.1967,0.2157
a,0.1259,0.4326,0.401
n,0.0724,1.395,1.4484
o,0.1113,0.6438,0.6049
p,0.1261,0.1038,0.089
e,0.0999,0.1834,0.2096
r,0.1196,0.1985,0.1788
a,0.1142,0.1286,0.134
t,0.066,0.2381,0.2864
i,0.1114,0.6786,0.6332
o,0.125,0.1107,0.0971
n,0.0585,0.2473,0.3137
t,0.16,1.5112,1.4098
o,0.0903,0.0662,0.1358
r,0.1027,0.6395,0.6272
e,0.1021,0.072,0.0726
t,0.095,0.1804,0.1874
a,0.1333,0.2199,0.1816
k,0.1076,0.5711,0.5968
e,0.0998,0.2142,0.2219
a,0.1331,1.2134,1.1801
n,0.0963,0.1139,0.1506
a,1.6799,1.433,1.1801
f,0.091,0.3536,0.3636
g,0.07,0.7887,0.8097
h,0.0807,0.3024,0.2917
a,0.0829,0.6344,0.6322
n,0.0709,0.1881,0.2001
c,0.1823,0.7564,0.645
i,0.109,0.1264,0.1997
t,0.1006,0.2052,0.2136
y,0.0806,0.1803,0.2003
f,0.1948,1.8111,1.6969
r,0.159,0.1155,0.1514
o,0.0878,0.1087,0.1799
m,0.0921,0.2682,0.2639
l,0.206,0.789,0.6752
o,0.1268,0.0729,0.152
c,0.0929,0.4305,0.4644
a,0.1239,0.1945,0.1635
l,0.0984,0.5289,0.5544
m,4.0641,1.9563,0.2639
i,0.1066,0.2551,0.2174
l,0.0887,0.3828,0.4007
i,0.0739,0.2167,0.2315
t,0.1253,2.0019,1.9504
i,0.102,0.112,0.1353
a,0.0918,2.8015,2.8117
.,0.0893,1.7091,1.7116
i,6.9563,2.3437,0.1353
m,0.0702,0.2124,0.2452
p,0.1065,0.6522,0.6159
r,0.1181,0.1476,0.1361
e,0.0878,0.2328,0.2631
s,0.1171,0.6639,0.6346
s,0.1282,0.2049,0.1938
e,0.0937,0.2168,0.2513
d,0.0836,0.2393,0.2493
g,0.0907,1.6177,1.6106
e,0.1357,0.1514,0.1064
n,0.11,0.4786,0.5044
e,0.1164,0.1284,0.122
r,0.079,0.1653,0.2027
a,0.1347,1.0765,1.0208
l,0.0832,0.2739,0.3254
s,0.1638,2.256,2.1755
h,0.0721,0.062,0.1536
e,0.1097,0.1466,0.109
p,0.0903,0.5556,0.5749
h,0.0989,1.5417,1.5331
e,0.1187,0.1394,0.1195
r,0.0922,0.2175,0.244
d,0.1068,0.1992,0.1846
r,0.0977,2.8061,2.8152
e,0.1062,0.1152,0.1067
q,0.0829,0.8216,0.8448
r,0.1312,1.0228,0.9745
u,0.0686,0.1528,0.2154
i,0.0942,0.2026,0.177
t,0.1114,0.3294,0.3122
s,0.1081,0.3249,0.3282
a,13.3764,2.0748,1.0208
l,0.0896,0.5178,0.5146
l,0.0988,0.1822,0.173
e,0.1136,0.1936,0.1788
n,0.092,0.6754,0.697
a,0.2405,1.0339,0.8854
a,0.1066,0.8061,0.94
c,37.2113,1.7774,0.4644
I,0.1013,1.6583,1.6258
a,0.1118,0.9749,0.9643
o,0.1355,2.6089,2.5852
p,0.1296,0.0865,0.0924
e,0.1054,0.2353,0.2595
r,0.1036,0.1777,0.1795
a,0.1211,0.1617,0.1442
t,0.081,0.2568,0.2969
i,0.0946,0.5609,0.5472
v,0.0867,0.4913,0.4992
e,0.0938,0.1644,0.1573
a,0.1645,1.7496,1.6789
n,0.1031,0.0847,0.1461
d,0.0983,0.197,0.2018
p,0.1057,1.8191,1.8117
l,0.0938,0.1757,0.1875
a,0.1243,0.2469,0.2164
c,0.1021,0.2523,0.2745
e,0.1075,0.1348,0.1294
s,0.0862,0.3134,0.3347
h,0.1671,1.1458,1.0648
i,0.1171,0.0799,0.1299
m,0.0713,0.4804,0.5262
i,0.0953,1.0631,1.039
n,0.057,0.2497,0.288
M,0.1264,1.0013,0.9318
a,0.1384,0.357,0.3451
k,0.0732,0.6911,0.7564
a,0.1158,0.1329,0.0903
r,0.0744,0.4114,0.4528
o,0.0796,0.6942,0.689
v,0.0799,0.4326,0.4323
',0.0885,3.3001,3.2915
s,0.1128,0.214,0.1897
o,0.1083,3.2495,3.254
r,0.097,0.0867,0.098
g,0.096,0.3125,0.3135
a,0.179,0.187,0.104
n,0.0966,0.2781,0.3605
i,0.1075,0.3113,0.3004
s,0.1119,0.2862,0.2817
a,0.1124,0.3353,0.3348
t,0.0779,0.2856,0.3202
i,0.1013,0.6975,0.6741
o,0.1597,0.1211,0.0627
n,0.0907,0.792,0.861
a,0.2011,2.4059,2.2955
s,0.1438,0.0764,0.1336
a,0.1401,1.4357,1.4394
n,0.0778,0.1622,0.2244
u,0.0903,0.5414,0.5289
n,0.0927,0.2351,0.2328
d,0.1114,0.2532,0.2345
e,0.069,0.1742,0.2166
r,0.1053,0.2125,0.1762
c,0.1115,0.9372,0.931
o,0.0864,0.2081,0.2332
v,0.1117,0.3721,0.3469
e,0.1183,0.163,0.1564
r,0.0824,0.2131,0.249
o,0.107,1.6505,1.6259
p,0.1309,0.105,0.0811
e,0.1134,0.2739,0.2914
r,0.0889,0.7496,0.7742
a,0.1179,0.1569,0.1278
t,0.0669,0.4813,0.5323
i,0.0835,0.6158,0.5992
v,0.0846,0.3247,0.3236
e,0.1187,0.226,0.1919
.,0.0658,2.419,2.472
M,0.1014,1.5722,1.5365
e,0.123,0.4222,0.4006
a,0.114,0.293,0.302
n,0.0607,0.3366,0.3898
s,0.1268,0.4691,0.4031
w,0.0959,1.6766,1.7075
i,0.1593,0.6826,0.6192
h,0.1094,1.8136,1.8635
i,0.1013,0.6461,0.6542
l,0.0995,0.9477,0.9495
e,0.1081,0.2129,0.2043
S,0.0479,2.4341,2.4943
A,0.1713,0.5002,0.3769
S,0.0657,0.2188,0.3244
c,0.0909,2.2329,2.2078
a,0.1111,0.1644,0.1442
p,0.0809,0.8874,0.9176
t,0.0955,0.4726,0.458
a,0.1438,0.3503,0.302
i,0.0839,0.3092,0.3691
n,0.1493,0.4416,0.3762
J,0.0633,1.8829,1.9689
