Key,HoldTime,FlightTime,DigraphLatency
d,0.1004,0.9451,0.9324
e,0.1213,0.1758,0.1549
t,0.0914,0.2313,0.2613
o,0.0718,0.7015,0.7211
n,0.1071,0.3624,0.3272
a,0.1622,0.2217,0.1666
y,0.1031,0.2048,0.264
t,0.1403,1.2275,1.1902
e,0.1196,0.0836,0.1043
d,0.1042,0.1659,0.1813
k,0.1345,1.9578,1.9274
i,0.1451,0.0876,0.0771
l,0.0869,0.2723,0.3305
l,0.087,0.18,0.1799
i,0.0829,0.2211,0.2252
n,0.1023,0.2485,0.2291
g,0.0962,0.1398,0.146
J,0.0883,1.9678,1.9757
a,0.053,0.1902,0.2255
c,0.1281,0.5926,0.5174
k,0.0846,0.3302,0.3737
s,0.1493,1.4932,1.4285
o,0.1416,0.1554,0.1632
n,0.1115,0.2404,0.2704
V,0.102,1.6628,1.6723
a,4.7657,0.2382,0.2255
s,0.1261,0.2181,0.2083
c,0.1488,2.4937,2.4711
u,0.0943,0.3899,0.4444
a,0.1122,0.2739,0.2561
z,0.0949,1.7582,1.7755
a,0.1526,2.9834,2.9257
n,0.1024,0.0608,0.111
d,0.1093,0.8177,0.8108
t,0.1116,0.7918,0.7895
h,0.2021,0.2112,0.1207
i,0.1685,0.5612,0.5947
r,0.1271,1.3762,1.4177
t,0.0627,0.2521,0.3165
y,0.1209,0.2975,0.2394
t,0.096,2.2736,2.2984
h,0.0959,0.1079,0.108
o,0.2472,0.1819,0.0306
u,0.1064,0.1228,0.2635
s,0.092,0.5424,0.5568
a,0.1223,0.1814,0.1511
n,0.0659,0.5175,0.5739
d,0.0782,0.2005,0.1882
m,0.1261,0.6577,0.6098
a,0.1395,0.1291,0.1158
r,0.0883,0.3691,0.4202
i,0.0833,0.3101,0.3151
n,0.0868,0.3322,0.3287
e,0.1116,0.5214,0.4966
s,0.1038,0.2759,0.2837
.,0.0672,1.2522,1.2889
s,3.4972,2.1412,0.2837
g,0.0624,0.9153,0.9228
t,0.0673,0.203,0.1982
g,0.1009,0.6987,0.6651
r,0.1062,0.1482,0.143
i,0.1031,0.2997,0.3028
g,0.05,0.7786,0.8316
g,0.0654,0.1936,0.1783
s,0.0914,0.3129,0.2869
i,0.1176,0.5089,0.4828
s,0.0889,0.0983,0.127
n,0.1964,0.8973,0.7898
o,0.1848,0.1578,0.1694
t,0.0821,0.0949,0.1976
l,0.0839,1.4719,1.4701
p,0.1143,1.5226,1.4922
r,0.181,0.3592,0.2924
e,0.1302,0.1489,0.1998
s,0.1318,0.7292,0.7275
e,0.1092,0.2188,0.2415
n,0.1102,0.2686,0.2676
t,0.0653,0.1831,0.228
d,0.1196,0.7546,0.7003
u,0.0931,0.1176,0.1441
r,0.1192,0.3001,0.274
i,0.1065,0.1801,0.1928
n,0.11,0.281,0.2775
g,0.0716,0.1501,0.1884
t,0.1198,0.0,0.0
h,0.0908,0.1162,0.1452
e,0.1033,0.1651,0.1526
d,0.1073,0.5119,0.5079
e,0.1171,0.2,0.1902
t,0.0695,0.2365,0.2841
o,0.0876,0.4369,0.4189
n,0.1203,0.3221,0.2893
a,0.1773,0.1912,0.1343
t,0.0789,0.3216,0.42
i,0.0858,0.2084,0.2015
o,0.1347,0.1157,0.0668
n,0.0809,0.2188,0.2726
.,0.0775,2.5476,2.551
n,0.1067,0.0,0.2266
c,0.104,1.5573,0.2361
t,0.1095,0.2482,0.2428
2,0.0922,0.6529,0.6701
",",0.0706,1.6132,1.6349
m,0.1464,1.1247,1.0489
a,0.1249,0.1072,0.1287
c,0.0799,0.2448,0.2899
t,0.1107,1.1356,1.1048
a,0.1562,0.1772,0.1318
v,0.078,0.4576,0.5357
i,0.1244,0.2634,0.217
s,0.115,0.2914,0.3008
h,0.0925,0.1716,0.1942
i,0.1118,3.0325,3.0132
s,0.1045,0.1377,0.145
t,0.103,0.6749,0.6764
a,0.1354,0.165,0.1326
s,0.1031,0.2206,0.2529
k,0.0923,0.2325,0.2433
e,0.0939,0.2377,0.2362
d,0.0966,0.1977,0.195
w,0.1936,4.4763,4.3793
i,0.1285,0.1181,0.1833
t,0.0977,0.122,0.1527
h,0.0876,0.1922,0.2024
f,0.1437,0.6861,0.63
i,0.1218,0.0931,0.115
n,0.0988,0.2359,0.2589
d,0.1085,0.192,0.1823
i,0.0929,0.1874,0.203
n,0.1084,0.2367,0.2212
g,0.0545,0.2491,0.303
a,0.1632,4.8468,4.7381
n,0.1235,0.0776,0.1173
d,0.0803,0.1434,0.1865
c,0.1143,0.5397,0.5057
a,0.1192,0.2006,0.1957
p,0.1217,0.2084,0.2058
t,0.1325,0.4328,0.422
u,0.0895,0.079,0.1221
r,0.0885,0.1537,0.1547
i,0.0993,0.2983,0.2875
n,0.1198,0.3506,0.3301
g,0.085,0.1093,0.1441
a,3.8224,2.0712,0.1957
l,0.1009,0.4829,0.4943
a,5.5465,1.2411,0.1957
s,0.0947,0.298,0.3278
a,0.1097,0.1305,0.1155
d,0.0852,0.1532,0.1777
i,0.0998,1.9435,1.929
n,0.0798,0.2167,0.2367
t,0.1153,0.3957,0.3602
h,0.1522,0.1645,0.1277
i,0.1313,0.091,0.1118
h,0.1085,2.1413,2.1642
i,0.118,0.256,0.2464
s,0.0794,0.307,0.3456
s,0.1102,0.9204,0.8896
a,0.1442,0.1315,0.0976
f,0.0972,0.1233,0.1702
e,0.083,0.1298,0.1439
h,0.1331,0.8378,0.7878
o,0.1982,0.1688,0.1037
u,0.0888,0.1457,0.255
s,0.0638,0.3527,0.3777
e,0.0786,0.2164,0.2016
i,0.0998,0.9479,0.9267
n,0.0958,0.204,0.208
a,5.5386,2.268,0.0976
z,0.0969,0.4175,0.4618
e,0.1148,0.2513,0.2334
r,0.0871,0.1551,0.1828
b,0.1162,1.0553,1.0262
a,0.103,0.4173,0.4306
i,0.0834,0.2615,0.281
j,0.1047,4.6195,4.5982
a,0.103,0.1187,0.1204
n,0.0897,0.1831,0.1964
.,0.0645,1.984,2.0091
h,0.164,0.8046,0.7052
o,0.213,0.1733,0.1244
w,0.1161,0.2945,0.3914
e,0.1206,0.275,0.2705
v,0.13,0.4927,0.4834
e,0.1007,0.1294,0.1586
r,0.0795,0.1385,0.1597
w,0.1691,0.9038,0.8143
h,0.0942,0.0507,0.1256
e,0.0792,0.1567,0.1717
n,0.0767,0.1882,0.1908
i,0.099,0.6752,0.6528
t,0.0809,0.2708,0.2889
s,0.0925,0.197,0.1853
f,0.1263,0.7578,0.724
o,0.0827,0.0901,0.1337
u,0.0779,0.2827,0.2875
n,0.0903,0.2986,0.2863
d,0.1065,0.6404,0.6241
t,0.1179,1.1615,1.1501
h,0.1257,0.0989,0.0911
a,0.0662,0.1687,0.2282
t,0.0874,0.1349,0.1136
Z,0.0725,2.5753,2.5902
a,0.0726,0.1802,0.1802
k,0.0786,0.665,0.659
h,0.0843,0.2974,0.2916
e,0.078,0.8602,0.8665
a,0.0822,0.8771,0.8728
v,0.0767,0.4467,0.4522
i,0.0934,0.7959,0.7792
s,0.0934,0.2738,0.2738
s,0.1016,0.5816,0.5733
u,0.0584,0.159,0.2023
p,0.0748,0.7351,0.7187
p,0.0729,0.174,0.1758
l,0.0844,0.2264,0.215
y,0.0934,0.6121,0.6031
i,0.12,0.2414,0.2148
n,0.1154,0.3349,0.3395
g,0.0784,0.1252,0.1622
a,5.9801,1.1918,0.8728
l,0.0872,0.2721,0.3247
a,0.1103,2.532,2.5088
s,0.0999,0.1185,0.129
a,0.0745,0.0915,0.1169
d,0.0855,0.2816,0.2706
",",0.0566,2.8585,2.8874
i,0.0928,3.4536,3.4174
s,0.0971,0.2542,0.25
e,0.122,2.5613,2.5364
x,0.0745,0.2577,0.3052
e,0.1157,0.521,0.4797
c,0.1382,0.9881,0.9657
u,0.1085,0.1302,0.1599
t,0.1544,0.4268,0.3809
e,0.109,0.0987,0.144
d,0.0899,0.1707,0.1898
b,0.1747,1.0874,1.0026
y,0.1507,0.107,0.1311
p,0.123,2.0797,2.1073
r,0.1261,0.0961,0.093
i,0.108,0.5724,0.5905
c,0.0899,0.4434,0.4615
e,0.1058,0.1568,0.1409
.,0.055,1.0559,1.1067
t,0.1338,3.6975,3.6188
h,0.0877,0.0754,0.1214
e,0.1118,0.2108,0.1867
n,0.087,0.2246,0.2495
t,0.1169,0.355,0.3251
h,0.1188,0.1447,0.1428
e,0.0766,0.0692,0.1115
r,0.0954,0.1581,0.1393
e,0.0716,0.0365,0.0602
i,0.1233,0.6448,0.5931
s,0.1006,0.1266,0.1494
a,0.1511,0.5628,0.5122
f,0.1601,0.6555,0.6465
l,0.0988,0.1265,0.1879
a,0.1399,0.2262,0.1851
a,0.1088,0.2874,0.3184
s,0.1188,2.4962,2.4862
h,0.0983,0.1104,0.1308
b,0.1059,0.8661,0.8585
a,0.1666,0.15,0.0893
c,0.0833,0.2563,0.3396
k,0.0781,0.3411,0.3463
m,0.1204,1.4148,1.3725
a,0.1475,0.1961,0.169
c,0.1454,0.7564,0.7585
h,0.0838,0.3026,0.3643
i,0.142,0.2446,0.1864
n,0.1043,0.2782,0.3159
e,0.0803,0.2408,0.2648
i,0.0932,6.5743,6.5614
s,0.0991,0.3083,0.3025
s,0.0874,0.1941,0.2057
i,0.0854,0.2651,0.2671
o,0.165,0.1319,0.0524
n,0.079,0.2311,0.3171
w,0.1552,1.5096,1.4333
h,0.1332,0.0894,0.1114
e,0.0803,0.0952,0.1482
r,0.0802,0.1495,0.1496
e,0.0247,0.0431,0.0986
c,0.1001,1.8869,1.8115
a,0.1258,0.1407,0.1149
p,0.0846,1.5872,1.6284
t,0.0848,0.3477,0.3474
a,0.1501,0.1261,0.0609
i,0.1046,0.2777,0.3231
n,0.0787,0.2375,0.2635
m,18.3496,2.015,1.3725
c,0.0942,0.6768,0.6693
m,0.135,0.6361,0.5953
i,0.1189,0.0832,0.0993
l,0.0977,0.311,0.3322
l,0.0497,0.1706,0.2185
a,0.1191,0.3091,0.2397
n,0.0849,0.2244,0.2586
a,0.12,2.3011,2.266
s,0.1175,0.3155,0.3179
b,0.0771,0.1702,0.2106
i,0.0924,0.3325,0.3172
p,0.0844,0.946,0.954
p,0.0882,0.169,0.1652
e,0.1197,0.1355,0.1041
r,0.087,0.2155,0.2482
t,0.1119,0.6205,0.5956
e,0.1159,0.0612,0.0571
a,0.1222,0.2592,0.2529
m,0.0825,0.2986,0.3382
l,0.1,1.0446,1.0271
e,0.1056,0.1253,0.1197
a,0.0634,0.2779,0.3201
d,0.0973,0.4904,0.4565
e,0.1032,0.1391,0.1331
r,0.0689,0.1525,0.1868
a,0.1719,1.2025,1.0995
n,0.0855,0.0274,0.1138
d,0.0816,0.2335,0.2374
c,0.1493,0.7728,0.7051
a,0.1433,0.1701,0.1762
p,0.0874,0.165,0.2209
t,0.0985,1.0687,1.0576
a,0.1411,0.2135,0.1709
i,0.0956,0.3289,0.3744
n,0.0753,0.2077,0.2281
p,0.1435,1.1735,1.1054
r,0.1039,0.0728,0.1124
i,0.1013,0.2259,0.2285
c,0.079,0.382,0.4043
e,0.0838,0.1933,0.1886
i,0.12,3.7191,3.6829
s,0.1239,0.1373,0.1334
s,0.1159,0.4369,0.4449
e,0.0895,0.1934,0.2198
n,0.1073,0.2463,0.2285
t,0.0747,0.1884,0.2209
t,0.0875,0.3764,0.3636
o,0.0957,0.1664,0.1582
t,0.1058,0.4901,0.48
h,0.0863,0.1154,0.1349
e,0.0768,0.121,0.1305
f,0.1145,0.4165,0.3789
i,0.1038,0.1877,0.1984
r,0.0751,0.0871,0.1158
t,0.0904,0.338,0.3228
s,0.1113,2.5706,2.5496
t,0.0882,0.2654,0.2885
a,0.176,0.6934,0.6057
s,0.0943,0.0707,0.1524
s,0.0822,0.1999,0.212
s,0.0896,0.1678,0.1604
a,0.1245,0.2633,0.2285
s,0.1027,0.5068,0.5285
i,0.0864,0.3858,0.4021
n,0.0929,0.3007,0.2943
a,0.123,0.1643,0.1341
t,0.0753,0.4284,0.4762
i,0.1022,0.7593,0.7324
o,0.1592,0.27,0.213
n,0.1278,0.443,0.4744
a,0.1355,1.2185,1.2108
t,0.0782,0.0937,0.1509
t,0.0641,0.2477,0.2618
e,0.0999,1.2346,1.1987
m,0.0718,0.7867,0.8148
p,0.114,0.2769,0.2347
t,0.0703,0.195,0.2386
i,0.1143,0.6001,0.5561
s,0.0794,0.1803,0.2152
s,0.0566,0.1853,0.2081
u,0.079,0.4444,0.422
e,0.1013,0.2783,0.256
d,0.0841,0.2106,0.2278
b,0.1256,0.8743,0.8329
y,0.1418,0.1071,0.0909
t,0.1509,1.2948,1.2857
h,0.0902,0.0737,0.1344
e,0.0827,0.1637,0.1712
b,0.1657,0.903,0.8199
r,0.1402,0.2178,0.2433
i,0.0882,0.3109,0.3629
t,0.1058,0.31,0.2923
s,0.1058,0.5319,0.5319
h,0.0928,0.1836,0.1967
g,0.1369,0.7486,0.7045
o,0.1054,0.1827,0.2142
v,0.0917,0.7293,0.743
e,0.1148,0.1641,0.141
r,0.0787,0.1951,0.2311
m,0.0972,0.5808,0.5623
e,0.1186,0.1343,0.1129
n,0.0899,0.1363,0.165
t,0.0948,0.205,0.2001
s,0.1295,2.5826,2.5479
i,0.1024,0.1766,0.2037
n,0.1013,0.2983,0.2994
c,0.1006,0.3422,0.3429
e,0.1091,0.1426,0.1341
w,0.1596,1.0642,1.0137
o,0.099,1.1353,1.1959
r,0.0939,0.1728,0.1778
l,0.0939,0.824,0.824
d,0.0853,0.3553,0.364
w,0.1208,0.8311,0.7956
a,0.0892,0.2826,0.3141
r,0.1234,0.2333,0.1991
2,0.1005,1.6217,1.6446
.,0.0491,0.8366,0.888
t,0.075,1.7017,1.6758
h,0.089,0.2364,0.2224
e,0.1418,0.5448,0.492
i,0.107,0.153,0.1878
r,0.0822,0.3955,0.4203
m,0.1056,0.7766,0.7532
i,0.1333,0.1159,0.0882
s,0.0801,0.1855,0.2386
s,0.0907,0.1962,0.1855
i,0.1844,0.3144,0.2207
o,0.1147,0.3271,0.3968
n,0.089,0.248,0.2737
i,0.1135,0.9226,0.898
s,0.0981,0.0891,0.1045
t,0.1305,0.5882,0.5558
o,0.108,0.1571,0.1796
z,146.8055,2.3818,0.4618
a,0.0977,0.2699,0.2485
k,0.0727,0.5459,0.5709
h,0.102,0.4441,0.4148
a,0.0891,1.6144,1.6273
e,0.0807,0.3068,0.3152
v,0.0733,0.2919,0.2993
",",0.0397,2.0291,2.0627
t,0.1431,0.7744,0.671
h,0.0839,0.0939,0.1531
e,0.0978,0.1622,0.1482
n,0.0852,0.2307,0.2433
a,0.1061,0.4801,0.4593
r,0.0687,0.8216,0.8591
i,0.1064,1.1574,1.1196
c,0.1043,0.3565,0.3586
h,0.0884,0.3001,0.316
u,0.0742,0.6487,0.6629
l,0.0697,0.6856,0.6902
t,0.1085,0.4763,0.4375
r,0.0814,0.1785,0.2055
a,0.1093,0.2447,0.2168
n,0.0995,1.5027,1.5124
a,0.1595,0.1735,0.1135
t,0.1443,0.524,0.5392
i,0.0974,0.2195,0.2664
o,0.1611,0.1309,0.0672
n,0.0554,1.8939,1.9995
l,0.0891,0.461,0.4274
i,0.0741,0.2247,0.2397
s,0.1203,1.7672,1.721
t,0.0725,0.3705,0.4183
.,0.0685,0.6693,0.6732
a,0.1719,0.6662,0.5629
n,0.0952,0.06,0.1367
d,0.071,0.1869,0.2112
a,0.1796,0.6041,0.4954
r,0.0917,0.1105,0.1984
m,0.0896,0.569,0.5711
s,0.1115,0.1602,0.1382
d,0.116,1.0439,1.0394
e,0.1212,0.1062,0.101
a,0.1223,0.2936,0.2924
l,0.1109,0.1294,0.1408
e,0.1109,0.3409,0.3408
r,0.1179,0.151,0.1441
.,0.081,2.636,2.6729
T,0.0792,0.9535,0.9553
h,0.1106,0.2508,0.2194
e,0.1531,0.1748,0.1322
y,0.0793,0.0917,0.1656
c,0.1617,0.8134,0.731
r,0.1338,0.0939,0.1218
a,0.1447,0.2292,0.2183
w,0.0756,0.439,0.5081
l,0.0734,0.3477,0.3499
t,0.1188,0.4994,0.4539
h,0.0751,0.8687,0.9124
r,0.1473,0.42,0.3478
o,0.1423,0.1616,0.1666
u,0.1008,0.1989,0.2405
g,0.091,0.2301,0.2398
h,0.0913,0.1472,0.1469
t,0.1147,0.2744,0.251
h,0.0933,0.2531,0.2745
e,0.0994,1.0371,1.031
c,0.1441,0.9455,0.9007
o,0.2686,0.2406,0.1161
u,0.0978,0.0551,0.2259
n,0.0955,0.4558,0.4581
t,0.1236,0.2499,0.2219
r,0.1206,0.6501,0.653
y,0.0804,0.1917,0.2319
s,0.1824,1.1894,1.0875
i,0.094,0.0332,0.1216
d,0.107,0.3367,0.3236
e,0.1002,0.1479,0.1547
s,0.1317,1.0895,1.0581
i,0.0868,0.0289,0.0738
l,0.1387,0.3312,0.2793
e,0.1357,0.1703,0.1733
n,0.0815,0.2721,0.3263
t,0.126,0.4137,0.3692
l,0.0965,0.1597,0.1891
y,0.0841,0.5586,0.571
s,0.1157,1.3322,1.3007
n,0.0505,0.739,0.8042
n,0.0715,0.1799,0.1589
i,0.0649,0.2766,0.2833
p,0.0607,0.434,0.4381
i,0.0671,0.2675,0.2611
n,0.1052,0.2867,0.2487
g,0.099,0.668,0.6741
e,0.1379,2.0683,2.0294
n,0.0899,0.4021,0.4501
e,0.1082,0.1492,0.1309
m,0.1129,0.2631,0.2584
y,0.0729,0.3364,0.3764
p,0.1447,0.982,0.9102
e,0.146,0.1298,0.1285
t,0.1594,0.6079,0.5945
r,0.2096,0.1815,0.1313
o,0.0788,0.4745,0.6053
l,0.1007,0.2931,0.2712
s,0.1172,0.5846,0.5681
o,0.1046,1.0762,1.0888
r,0.0685,0.3085,0.3447
l,0.1045,0.616,0.5799
e,0.1378,0.7016,0.6683
t,0.0926,0.2778,0.323
t,0.0892,0.176,0.1793
i,0.0946,0.1744,0.1691
n,0.1158,0.2727,0.2514
g,0.1031,0.1707,0.1834
t,0.1397,0.4799,0.4433
h,0.082,0.0956,0.1533
e,0.1029,0.2194,0.1985
m,0.0873,0.2578,0.2734
g,0.1082,0.6372,0.6163
o,0.0789,0.1397,0.169
u,0.0935,0.8949,0.8803
n,0.0868,0.2191,0.2258
t,0.1148,0.5699,0.542
i,0.0863,0.1486,0.177
l,0.078,0.3214,0.3298
t,0.1387,1.4789,1.4182
h,0.0826,0.018,0.074
e,0.0983,0.2096,0.1939
y,0.074,0.3457,0.37
r,0.1123,1.3995,1.3611
e,0.1319,0.1033,0.0838
a,0.0705,0.2243,0.2857
c,0.0651,0.0486,0.0541
h,0.0797,0.381,0.3663
a,0.1485,1.4828,1.414
n,0.0857,0.1062,0.169
a,0.1606,1.0056,0.9307
b,0.0989,0.5587,0.6204
a,0.1053,0.5812,0.5748
n,0.0853,0.1664,0.1864
d,0.1408,0.3253,0.2698
o,0.1032,0.3924,0.4299
n,0.1033,0.385,0.3849
e,0.1136,0.1573,0.147
d,0.0933,0.1684,0.1887
h,0.1112,0.8507,0.8328
o,0.1746,0.1407,0.0773
t,0.0962,0.2612,0.3395
e,0.1058,0.1637,0.1542
l,0.0574,0.3366,0.3849
.,0.0543,0.6442,0.6474
w,0.1514,1.42,1.3229
h,0.1404,0.0862,0.0972
e,0.0926,0.1391,0.1869
r,0.0905,0.1526,0.1547
e,0.1108,0.5623,0.5421
t,0.1287,0.7609,0.743
h,0.0975,0.1045,0.1357
e,0.0604,0.1346,0.1716
y,0.0824,0.978,0.956
g,0.1304,1.3702,1.3222
e,0.1318,0.089,0.0876
t,0.0857,0.1319,0.178
a,0.1075,0.4229,0.4012
c,0.1066,1.0094,1.0103
l,0.0881,0.039,0.0575
e,0.0759,0.4814,0.4935
a,0.1076,0.1982,0.1666
r,0.0782,0.1762,0.2055
v,0.1539,1.1688,1.0931
i,0.095,0.0828,0.1416
e,0.1475,0.5924,0.54
w,0.1241,0.1924,0.2157
o,0.1219,1.4102,1.4124
f,0.1052,0.1629,0.1796
z,232.4277,1.2952,0.4618
a,0.0885,0.376,0.3472
k,0.0598,0.4389,0.4676
h,0.0961,0.353,0.3168
a,0.1281,0.427,0.395
e,0.09,0.5547,0.5929
v,0.0833,0.189,0.1956
e,0.1163,1.7346,1.7016
c,0.0641,0.1592,0.2114
x,0.0964,2.0633,2.0309
c,0.077,0.269,0.2885
h,0.0934,0.4258,0.4094
a,0.1101,0.1857,0.169
n,0.0926,0.3537,0.3712
g,0.1007,0.6834,0.6752
i,0.0971,0.3624,0.366
n,0.1414,0.343,0.2987
g,0.0783,0.1625,0.2256
n,0.1792,1.048,0.9471
u,0.1569,0.1019,0.1242
c,0.1354,0.6864,0.7079
l,0.0862,0.0638,0.113
e,0.0968,0.2509,0.2403
a,0.1053,0.5904,0.5819
r,0.1041,0.2091,0.2103
r,0.1088,0.8092,0.8045
o,0.0953,0.1348,0.1484
d,0.0945,0.4014,0.4021
s,0.1063,0.1257,0.1138
f,0.133,0.9103,0.8836
o,0.0868,0.1187,0.1648
r,0.0726,0.0871,0.1014
w,0.2328,1.254,1.0938
e,0.1743,0.0997,0.1581
a,0.0847,0.2731,0.3627
p,0.0774,0.403,0.4103
o,0.0395,1.775,1.8129
n,0.0875,0.3181,0.2702
s,0.1576,0.5716,0.5015
.,0.0631,1.3971,1.4916
h,0.1398,1.9327,1.8559
e,0.0942,0.4821,0.5278
i,0.1251,1.0382,1.0072
s,0.1218,0.1736,0.1769
s,0.1303,0.4341,0.4257
h,0.1767,0.1895,0.1431
o,0.2129,0.1566,0.1203
t,0.0985,0.1746,0.289
b,0.161,1.061,0.9985
y,0.1738,0.1208,0.108
p,0.1447,1.1078,1.1369
r,0.13,0.1167,0.1314
i,0.0937,0.2403,0.2766
c,0.0668,0.4039,0.4308
e,0.1023,0.2118,0.1764
b,0.1439,0.582,0.5404
u,0.1688,0.1165,0.0916
t,0.1008,0.1597,0.2277
o,0.105,0.7229,0.7187
n,0.1047,0.2508,0.2511
l,0.101,0.6822,0.686
y,0.1391,2.8173,2.7791
h,0.1363,0.7155,0.7183
i,0.175,0.0923,0.0537
s,0.1196,0.1687,0.224
a,0.2051,0.494,0.4085
r,0.0864,0.1204,0.2391
m,0.068,0.5604,0.5788
i,0.1145,0.7306,0.684
s,0.0968,0.159,0.1767
o,0.1829,1.1219,1.0357
s,0.1551,0.4203,0.448
t,0.0718,0.0879,0.1712
.,0.0581,1.2206,1.2344
b,12.7117,1.9271,0.5404
a,0.1901,0.2586,0.1682
c,0.1244,0.5498,0.6155
k,0.0661,0.1444,0.2027
i,0.1115,0.4915,0.446
n,0.084,0.1839,0.2114
t,0.1692,0.401,0.3157
h,0.0782,0.1002,0.1912
e,0.0941,0.1435,0.1276
p,0.1175,0.8082,0.7848
r,0.161,0.2494,0.2058
e,0.1043,0.6417,0.6984
s,0.1317,0.2729,0.2455
e,0.076,0.4132,0.4689
n,0.12,0.2494,0.2053
t,0.0709,0.1449,0.194
t,0.1315,0.8124,0.7518
h,0.0788,0.0924,0.145
e,0.0865,1.4047,1.3971
s,0.1509,1.0552,0.9908
q,0.1718,0.3264,0.3056
u,0.1076,0.6638,0.728
a,0.1471,0.7683,0.7288
d,0.0867,0.2776,0.338
e,0.1323,0.5893,0.5437
v,0.0969,0.518,0.5534
a,0.1697,0.4783,0.4054
c,0.1562,1.1258,1.1393
u,0.1081,0.0908,0.1389
a,0.1426,0.2003,0.1658
t,0.1334,0.2882,0.2973
e,0.1066,0.1146,0.1414
d,0.0929,0.1736,0.1873
s,0.1052,1.7996,1.7874
w,0.1988,1.909,1.8154
i,0.1149,0.3328,0.4167
t,0.1266,0.2908,0.2791
h,0.0861,0.2222,0.2626
g,0.088,0.6423,0.6404
r,0.1406,0.1863,0.1338
i,0.0894,0.2702,0.3214
g,0.1065,0.5139,0.4968
g,0.1151,0.239,0.2304
s,0.1354,0.3561,0.3357
o,0.1131,0.5118,0.5342
n,0.0868,0.2362,0.2624
i,0.1195,0.547,0.5143
t,0.1203,0.1517,0.1509
.,0.0778,1.107,1.1495
t,0.1463,1.3787,1.3102
h,0.073,0.0967,0.17
e,0.1083,0.1579,0.1226
n,0.0898,0.2342,0.2527
s,0.1562,1.7743,1.7078
o,0.0797,0.0997,0.1763
a,0.1685,0.284,0.1952
p,0.088,0.2006,0.2811
a,0.2254,2.4045,2.2672
n,0.1084,0.1377,0.2547
d,0.0776,0.1725,0.2033
h,0.1472,1.1122,1.0426
i,0.1487,0.1222,0.1207
s,0.1221,0.1735,0.2001
s,1.2553,1.1333,0.2001
a,0.1938,0.307,0.2536
s,0.085,0.2516,0.3604
t,0.1084,1.5276,1.5042
e,0.1197,0.0882,0.0769
a,0.106,0.2529,0.2666
m,0.0887,0.2351,0.2525
",",0.0828,1.487,1.4929
g,18.6322,1.9757,0.2304
r,0.0747,0.3262,0.3222
i,0.1177,0.5137,0.4707
g,0.0868,0.4572,0.4881
g,0.0718,0.1866,0.2016
s,0.1458,0.2335,0.1595
m,0.1147,1.2379,1.269
a,0.1736,0.1575,0.0987
r,0.0976,0.2294,0.3053
i,0.0932,0.2016,0.206
n,0.1275,0.2515,0.2172
e,0.1014,0.1426,0.1687
s,0.1927,0.8563,0.765
q,0.1492,0.1275,0.171
u,0.0955,0.6816,0.7353
a,0.1702,0.5596,0.4849
d,0.1153,0.2246,0.2795
a,0.2045,1.5528,1.4635
n,0.1081,0.063,0.1595
d,0.0984,0.1776,0.1873
s,6.4399,2.8605,0.765
g,0.0888,0.4885,0.4654
t,0.1063,0.2265,0.209
C,0.0784,2.2423,2.2702
a,0.0517,1.3181,1.3448
m,0.1059,0.3054,0.2512
e,0.1241,0.1592,0.1409
r,0.0728,0.1675,0.2189
o,0.1096,0.4332,0.3964
v,0.1159,0.5142,0.508
.,0.0674,1.3851,1.4335
a,0.1258,0.8511,0.7928
t,0.0868,0.1278,0.1667
t,0.1114,0.2172,0.1926
e,0.1448,0.6857,0.6523
m,0.0937,0.2528,0.3038
o,0.1066,0.3463,0.3334
t,0.0974,0.4736,0.4828
p,0.0743,3.3935,3.4167
t,0.1283,0.1876,0.1336
t,0.0931,0.4355,0.4706
o,0.1018,0.1449,0.1362
c,0.1534,0.7902,0.7385
a,0.1708,0.2177,0.2004
p,0.1185,0.833,0.8853
t,0.1461,0.3769,0.3493
u,0.0859,0.0994,0.1596
e,0.0769,0.1888,0.1978
r,0.0947,0.1735,0.1557
r,0.0997,2.8552,2.8501
e,0.1014,0.0839,0.0822
v,0.156,0.6761,0.6214
i,0.0962,0.1566,0.2165
c,0.1628,0.5363,0.4696
t,0.1087,0.4044,0.4586
o,0.1058,0.8173,0.8201
r,0.0998,0.2755,0.2815
z,350.0327,3.064,0.4618
a,0.1254,0.5721,0.52
k,0.093,0.3702,0.4026
h,0.0788,0.3151,0.3293
e,0.1165,0.3898,0.3522
a,0.1423,0.5033,0.4775
v,0.0789,0.5008,0.5642
",",0.0427,0.8725,0.9086
i,10.3929,1.6754,0.2165
m,0.1037,0.2338,0.2213
r,0.0968,0.5631,0.57
a,0.1402,0.1922,0.1488
n,0.0753,0.3262,0.3911
z,0.1711,1.7435,1.6477
a,0.1953,0.159,0.1348
k,0.092,0.6244,0.7277
h,0.0914,0.5118,0.5124
a,0.1316,0.5044,0.4642
e,0.1008,0.3102,0.341
v,0.0898,0.2808,0.2918
s,0.1154,0.2957,0.2702
s,0.1768,0.7771,0.7157
o,0.0884,0.1022,0.1906
n,0.0804,0.2861,0.2941
f,0.1761,1.1585,1.0628
o,0.1048,0.0697,0.1411
r,0.088,0.1513,0.1681
i,0.1137,0.6843,0.6586
n,0.0796,0.2364,0.2705
f,0.1395,0.7016,0.6418
o,0.0837,0.1625,0.2182
r,0.0662,0.457,0.4746
m,0.0957,0.7401,0.7106
a,0.1459,0.2242,0.174
